發生日期時間,公司名稱,工程名稱,事故詳細地址,災害類型,罹災人數,場所肇災處(事故經過)
111/07/05 10:00,皇昌營造股份有限公司,捷運系統土建工程 (第1期),臺北市內湖區瑞光路40號,倒塌、崩塌,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/04/20 14:00,達欣工程股份有限公司,捷運系統土建工程 (第2期),高雄市苓雅區四維四路155號,感電,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/02/28 10:00,達欣工程股份有限公司,中心商業大樓新建案 (第1期),新北市板橋區文化路53號,墜落、滾落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/02/10 11:00,達欣工程股份有限公司,中心商業大樓新建案 (第2期),桃園市中壢區中正路31號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/03/04 12:00,達欣工程股份有限公司,捷運系統土建工程 (第1期),高雄市苓雅區四維四路378號,感電,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/04/05 15:00,大陸工程股份有限公司,集合住宅新建工程 (第1期),桃園市中壢區中正路134號,被撞,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/03/16 16:00,皇昌營造股份有限公司,集合住宅新建工程 (第2期),新北市板橋區文化路417號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/01/02 11:00,遠雄營造股份有限公司,捷運系統土建工程 (第2期),桃園市中壢區中正路200號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/12/06 12:00,工信工程股份有限公司,捷運系統土建工程 (第3期),新北市板橋區文化路473號,被撞,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/04/24 16:00,根基營造股份有限公司,集合住宅新建工程 (第3期),桃園市中壢區中正路72號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/12/21 11:00,工信工程股份有限公司,捷運系統土建工程 (第3期),臺中市西屯區台灣大道92號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/10/06 14:00,工信工程股份有限公司,高速公路拓寬工程 (第3期),新北市板橋區文化路62號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/12/15 10:00,工信工程股份有限公司,捷運系統土建工程 (第1期),桃園市中壢區中正路42號,被撞,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/02/18 10:00,互助營造股份有限公司,高速公路拓寬工程 (第3期),臺北市內湖區瑞光路29號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/08/14 09:00,互助營造股份有限公司,中心商業大樓新建案 (第1期),臺中市西屯區台灣大道382號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/02/22 08:00,瑞助營造股份有限公司,廠房新建工程 (第3期),臺中市西屯區台灣大道85號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/11/24 13:00,達欣工程股份有限公司,捷運系統土建工程 (第2期),臺中市西屯區台灣大道382號,被撞,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/02/13 10:00,互助營造股份有限公司,集合住宅新建工程 (第2期),高雄市苓雅區四維四路33號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/07/09 13:00,建國工程股份有限公司,中心商業大樓新建案 (第3期),臺北市內湖區瑞光路373號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/09/02 13:00,根基營造股份有限公司,廠房新建工程 (第1期),臺中市西屯區台灣大道168號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/07/14 11:00,建國工程股份有限公司,高速公路拓寬工程 (第3期),臺中市西屯區台灣大道248號,墜落、滾落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/04/20 08:00,達欣工程股份有限公司,捷運系統土建工程 (第2期),臺北市內湖區瑞光路166號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/02/09 14:00,大陸工程股份有限公司,捷運系統土建工程 (第1期),臺北市內湖區瑞光路89號,被撞,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/10/26 16:00,中鼎工程股份有限公司,捷運系統土建工程 (第2期),臺北市內湖區瑞光路178號,物體飛落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/03/06 08:00,工信工程股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道369號,物體飛落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/04/21 10:00,互助營造股份有限公司,捷運系統土建工程 (第2期),新北市板橋區文化路441號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/11/15 14:00,中鼎工程股份有限公司,廠房新建工程 (第2期),新北市板橋區文化路151號,感電,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/09/18 14:00,瑞助營造股份有限公司,廠房新建工程 (第1期),臺北市內湖區瑞光路189號,物體飛落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/04/11 15:00,皇昌營造股份有限公司,集合住宅新建工程 (第1期),桃園市中壢區中正路395號,被撞,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/05/02 16:00,建國工程股份有限公司,捷運系統土建工程 (第3期),桃園市中壢區中正路299號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/10/12 09:00,工信工程股份有限公司,中心商業大樓新建案 (第3期),高雄市苓雅區四維四路61號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/11/16 14:00,皇昌營造股份有限公司,中心商業大樓新建案 (第3期),臺中市西屯區台灣大道499號,墜落、滾落,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/01/20 17:00,根基營造股份有限公司,集合住宅新建工程 (第1期),臺中市西屯區台灣大道29號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/03/22 12:00,互助營造股份有限公司,中心商業大樓新建案 (第3期),桃園市中壢區中正路393號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/03/22 09:00,中鼎工程股份有限公司,集合住宅新建工程 (第2期),臺北市內湖區瑞光路179號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/02/28 17:00,中鼎工程股份有限公司,高速公路拓寬工程 (第3期),高雄市苓雅區四維四路133號,倒塌、崩塌,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/01/14 17:00,互助營造股份有限公司,集合住宅新建工程 (第1期),高雄市苓雅區四維四路18號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/02/11 13:00,皇昌營造股份有限公司,高速公路拓寬工程 (第1期),臺中市西屯區台灣大道173號,物體飛落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/02/27 11:00,中鼎工程股份有限公司,中心商業大樓新建案 (第3期),桃園市中壢區中正路168號,倒塌、崩塌,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/09/25 09:00,瑞助營造股份有限公司,中心商業大樓新建案 (第3期),臺北市內湖區瑞光路180號,墜落、滾落,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/08/17 08:00,瑞助營造股份有限公司,中心商業大樓新建案 (第1期),臺北市內湖區瑞光路340號,倒塌、崩塌,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/09/15 08:00,達欣工程股份有限公司,捷運系統土建工程 (第2期),新北市板橋區文化路497號,被撞,1死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/08/14 08:00,建國工程股份有限公司,高速公路拓寬工程 (第3期),新北市板橋區文化路113號,感電,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/10/04 16:00,工信工程股份有限公司,廠房新建工程 (第3期),桃園市中壢區中正路312號,物體飛落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/07/26 10:00,大陸工程股份有限公司,中心商業大樓新建案 (第3期),高雄市苓雅區四維四路437號,倒塌、崩塌,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/09/10 13:00,中鼎工程股份有限公司,中心商業大樓新建案 (第3期),桃園市中壢區中正路303號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/03/28 10:00,工信工程股份有限公司,捷運系統土建工程 (第1期),桃園市中壢區中正路387號,墜落、滾落,2死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/05/12 16:00,達欣工程股份有限公司,捷運系統土建工程 (第3期),高雄市苓雅區四維四路255號,物體飛落,2死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/10/04 17:00,達欣工程股份有限公司,捷運系統土建工程 (第2期),臺北市內湖區瑞光路52號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/01/17 09:00,達欣工程股份有限公司,廠房新建工程 (第2期),高雄市苓雅區四維四路221號,物體飛落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/06/08 10:00,大陸工程股份有限公司,中心商業大樓新建案 (第2期),臺北市內湖區瑞光路218號,被撞,1死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/04/23 10:00,達欣工程股份有限公司,中心商業大樓新建案 (第1期),臺北市內湖區瑞光路69號,感電,1死,勞工於高處從事模板組配作業時，因未配戴安全帶且現場未設護欄，不慎墜落至地面死亡。
111/07/20 10:00,遠雄營造股份有限公司,捷運系統土建工程 (第3期),臺北市內湖區瑞光路250號,墜落、滾落,2死,工地進行深開挖作業，邊坡土質鬆軟且未設置擋土支撐，導致土石突然崩塌將下方勞工掩埋。
111/10/21 12:00,達欣工程股份有限公司,集合住宅新建工程 (第2期),桃園市中壢區中正路129號,墜落、滾落,2死,移動式起重機進行鋼梁吊裝作業時，因吊線斷裂導致鋼梁飛落，砸中下方地面配合之勞工。
111/06/16 14:00,中鼎工程股份有限公司,中心商業大樓新建案 (第3期),臺北市內湖區瑞光路442號,被撞,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
111/09/21 12:00,互助營造股份有限公司,捷運系統土建工程 (第2期),臺北市內湖區瑞光路85號,墜落、滾落,1死,勞工於外牆鷹架上進行磁磚黏貼作業，因踏板未鋪滿且未設置安全網，踩空墜落死亡。
